Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDK33,OUT017,3485.2771766393453
NCD07,OUT045,1791.504366652248
NCX29,OUT027,3714.963919515903
NCT42,OUT013,2374.071550327789
DRN59,OUT035,914.174292976199
FDI44,OUT035,1427.4720052622101
FDA45,OUT049,2923.2471656010766
FDP31,OUT045,1035.511049730686
FDY01,OUT046,1870.6788073911111
FDT09,OUT018,1901.6195955708686
DRH03,OUT027,2977.036210239083
FDA36,OUT018,2696.4332508298985
NCF31,OUT017,2519.464184327013
FDG14,OUT049,2557.432894408286
FDG28,OUT027,5385.588689713796
FDU14,OUT049,4061.4952076606614
FDY47,OUT019,246.56167445924314
FDI56,OUT049,1549.4672332942453
DRD01,OUT013,989.6789580680627
FDM22,OUT046,961.0647901882157
FDH33,OUT013,738.4168045052838
DRZ24,OUT013,1927.9061053429868
NCQ38,OUT046,1676.0061134648565
FDO16,OUT027,2824.4457413445825
FDU07,OUT027,3828.7708117537977
NCB07,OUT013,3081.9958192766157
FDU48,OUT045,2041.8316391533413
NCM43,OUT045,2534.5520285405883
FDR31,OUT010,426.30001117303857
DRK49,OUT018,416.78421736490077
NCI30,OUT010,1914.8573248676116
DRD60,OUT017,2966.683162037264
NCG19,OUT046,3676.340818980148
FDH12,OUT035,1825.4123181535365
FDM32,OUT035,1652.151206640514
FDM27,OUT035,2656.4680438287173
NCU53,OUT027,4067.8413284083917
NCQ18,OUT046,1554.7383375692104
FDS10,OUT013,2888.935947992711
FDB33,OUT027,3962.333416206665
FDI12,OUT013,1461.170969905025
NCW42,OUT013,3507.4973217619186
NCC06,OUT018,1757.1139064221377
FDW02,OUT017,2171.885524502153
NCD43,OUT017,1766.3876433464104
FDM57,OUT018,1108.7714204639985
FDA58,OUT017,3851.9855221042426
FDK56,OUT046,2938.4332260014403
FDP52,OUT045,3632.7272171956815
FDW20,OUT018,1726.2323659495785
FDS52,OUT049,1724.8751261212853
NCT29,OUT018,1614.4692403095669
NCL54,OUT013,2832.5798535884574
FDC05,OUT045,3105.691045554473
FDF34,OUT035,3314.8765855016136
FDP03,OUT027,3486.361771722996
FDD32,OUT010,-511.51324548302165
FDZ10,OUT045,1981.2900916824037
FDZ40,OUT035,1043.6115069571267
FDD51,OUT018,464.15746074369383
NCY30,OUT019,938.1066041829645
FDP58,OUT017,3541.3987776838294
FDV49,OUT017,4279.582950340738
FDY24,OUT019,-995.8182946005162
NCO55,OUT017,1788.2171468345957
FDR13,OUT017,2019.0326937411091
FDS51,OUT017,1136.8036924161283
FDP26,OUT045,1617.5604885192647
NCB54,OUT027,3491.1835100517096
FDF32,OUT017,3244.437972276629
FDN31,OUT018,2720.3864666048557
DRM48,OUT017,692.8386511357285
FDN20,OUT049,2801.3100474910702
DRL01,OUT046,3710.7580476556386
FDV56,OUT049,1875.735087769457
DRH13,OUT027,3174.0088014674534
FDA03,OUT017,2478.8513995200037
FDF47,OUT027,4988.008461260606
FDX32,OUT046,2375.7005418926165
FDX57,OUT049,1709.0865366795526
NCA30,OUT045,2918.5773051364445
FDO49,OUT013,909.4839711372849
FDL04,OUT019,-225.69240938882103
DRM48,OUT035,752.8237332079847
FDR16,OUT013,3429.5888883515663
NCC19,OUT018,2746.4133610602626
NCE42,OUT045,3644.372473647273
FDY24,OUT017,1048.8940100823277
FDH19,OUT049,2890.9626220584582
FDJ46,OUT013,2805.119430246352
FDN45,OUT010,1614.5430476611714
FDY08,OUT035,2391.06814937916
FDZ37,OUT035,1615.3651470194973
NCT30,OUT045,688.431816795522
DRY23,OUT018,445.0521470797154
NCZ30,OUT018,1655.207025786307
FDC44,OUT018,1526.924089301877
FDB45,OUT035,1838.028250275896
FDY04,OUT013,2672.1620439957615
FDM27,OUT046,2554.4900378957873
FDZ43,OUT017,3960.8060201084463
FDT39,OUT019,557.8542238994343
NCC06,OUT019,108.77417802131856
FDL15,OUT027,3895.9778349087364
FDL57,OUT017,4206.174477930343
FDU08,OUT046,1605.2344205767536
FDK40,OUT017,4304.523939782478
FDQ12,OUT010,1708.2621251448813
FDS48,OUT017,2529.6958202558017
FDP09,OUT045,3290.820325056288
FDW21,OUT049,1763.670551828381
FDY25,OUT035,3041.0468163552687
DRE13,OUT017,1476.508431808394
FDV43,OUT019,-1183.6694817798566
FDD22,OUT045,1718.4118222157094
FDM46,OUT019,-445.59254112170544
NCO30,OUT010,1011.7578886312845
FDM25,OUT046,2803.838075077068
NCN41,OUT049,2036.0299967645947
FDU24,OUT045,1481.050126838582
FDZ50,OUT046,2955.191328604414
FDP45,OUT013,4047.7357171213253
NCM54,OUT045,1928.0237773745948
FDW10,OUT019,901.0128880024808
FDP20,OUT017,2159.1916799610617
FDK32,OUT046,2459.2415522321403
FDN52,OUT049,1544.5393185280243
FDM58,OUT045,1763.7355648835696
FDZ46,OUT027,3234.6314573745835
NCA18,OUT018,1575.4378865383724
FDD35,OUT046,1976.606387942381
NCK31,OUT035,945.7432804309856
FDI40,OUT027,3097.599931875034
FDT50,OUT019,-293.81494674893406
NCT06,OUT046,2604.995053801934
FDT31,OUT035,3131.645603257785
FDT45,OUT049,990.0116427439625
FDT13,OUT045,2916.9903978223233
FDO50,OUT045,1418.2767543603622
NCU18,OUT010,299.2391623819925
NCR54,OUT049,3162.896536245707
NCO18,OUT018,2529.4749865636513
FDU09,OUT045,903.593063207205
FDT13,OUT018,2714.8758885692355
FDE09,OUT046,1813.6608540879124
NCK53,OUT019,-283.504064036249
FDG45,OUT049,3470.3941877599564
DRH15,OUT035,881.2455845597397
FDO21,OUT019,1705.1043481275483
FDD14,OUT027,4345.427253823718
FDC09,OUT046,1703.9201559201906
FDH45,OUT027,2211.5325358470022
FDV32,OUT046,1061.715989183795
FDG12,OUT035,2134.744595570482
FDS32,OUT013,2319.4353265189025
NCL55,OUT018,3676.992225259808
DRE01,OUT035,3949.3306456874934
DRE15,OUT049,1355.6935615209165
NCL42,OUT045,3813.789220791316
FDP31,OUT013,1107.917546946124
FDN33,OUT018,1267.7481101496303
FDZ59,OUT046,2648.527922648225
FDE45,OUT010,926.7174256361313
FDJ07,OUT013,1948.1482995603856
FDQ45,OUT018,2718.942804609851
FDM33,OUT027,4919.044031041487
FDO15,OUT010,-626.5693297536593
FDM46,OUT013,1499.8530638694813
FDR03,OUT045,3258.5482374146027
FDY49,OUT018,2421.6344497854775
FDQ60,OUT045,1866.456782275774
FDW10,OUT049,2899.6520986857477
FDO51,OUT049,902.1757214657969
FDJ40,OUT018,1522.1749899851125
FDS20,OUT018,2622.1369407270445
FDU45,OUT013,1880.0828203321134
FDV02,OUT035,2842.608164260503
FDN09,OUT046,3840.506994265853
NCM55,OUT027,4382.409694263897
FDN23,OUT018,2073.6174711806593
FDY31,OUT010,398.4670851619577
FDW03,OUT010,-153.76979833390055
FDD14,OUT046,2882.318892248897
FDV23,OUT017,2112.686143779649
DRI03,OUT045,2723.598473830552
FDN13,OUT035,1725.924342852672
FDF45,OUT027,2495.5114710562457
FDU46,OUT035,1614.244130369419
FDB57,OUT049,3665.295583722165
FDV12,OUT049,1751.1910020026078
FDQ58,OUT013,2475.9121393724045
NCA18,OUT017,1936.4292452533618
FDH52,OUT049,1158.525223201307
FDM24,OUT018,2161.0786495604216
NCP43,OUT027,4304.172025745703
NCO18,OUT019,883.0856346900723
FDM32,OUT017,1603.2658091080907
NCL07,OUT017,736.3082106275697
FDK03,OUT013,4065.7295655005983
FDP59,OUT017,1789.6728850420932
FDQ24,OUT049,4057.782457359419
FDQ16,OUT018,1489.6210047305517
FDU44,OUT013,2628.2581381531013
FDH28,OUT010,-1230.8573045127976
FDV28,OUT019,-1266.336892805884
FDM22,OUT045,874.6177056551039
FDR56,OUT046,3139.9025627700507
FDV39,OUT049,3244.1717344215785
FDU37,OUT019,-551.7572891286391
FDQ11,OUT010,2138.308853825084
FDX02,OUT045,3472.986498954968
NCS42,OUT018,1190.027441048869
FDY57,OUT027,3013.8381511495563
FDB21,OUT049,3905.261571505503
FDE28,OUT017,3771.1161987234937
FDQ55,OUT017,1980.0575358146184
FDA48,OUT049,3611.191823522023
FDZ19,OUT045,2693.775424941612
NCC43,OUT045,3887.167189224372
NCV18,OUT046,1292.011422123028
NCA42,OUT018,2252.145722649612
FDY45,OUT046,4071.641905579855
NCC30,OUT045,2750.422267545624
FDM57,OUT013,1453.30814004248
FDL09,OUT010,745.3856973380886
FDB09,OUT027,3445.0577647097457
FDT44,OUT035,2046.3134216684712
NCT06,OUT027,4047.6773674283204
FDX26,OUT049,3003.4399905142254
FDK32,OUT013,2521.011010269927
DRA12,OUT046,2286.422730577656
FDO46,OUT010,1137.0014208803486
FDE52,OUT013,1500.042610396423
NCH42,OUT045,3542.688186377723
FDV08,OUT035,889.4425053694999
FDB47,OUT018,3055.160350879473
FDC28,OUT010,-108.7090500008228
FDD22,OUT046,1817.6895899700608
FDS07,OUT027,3307.8246482345066
DRI13,OUT045,3361.859529070472
FDG32,OUT018,3223.2103167557666
FDU14,OUT017,4068.3668381484495
FDD28,OUT019,-892.5414409325366
NCP41,OUT017,1842.3101057048168
FDS08,OUT049,2874.1830684035526
FDX47,OUT045,2482.1840559531834
FDC53,OUT019,-265.42320999190497
FDQ19,OUT035,4012.458553661714
FDL14,OUT045,2441.902480037901
FDM33,OUT019,1602.8544648457823
FDA51,OUT045,1773.4579427936533
FDZ27,OUT018,561.5243088610737
FDT04,OUT046,705.2457693974557
DRC13,OUT049,2142.7859916350026
FDR16,OUT027,4886.797155877835
FDQ03,OUT027,5230.140461235933
FDE38,OUT035,2814.3387231003508
DRH23,OUT027,2355.9461451496104
FDT11,OUT019,1126.0538963046288
FDD09,OUT035,3014.1385524194934
FDR40,OUT045,1322.197474464689
FDX07,OUT017,3092.5570918613457
FDR07,OUT035,1703.0910290644842
FDA51,OUT017,1960.2373849742098
FDT59,OUT019,1763.25639367125
FDF20,OUT017,3197.098030748287
FDR13,OUT045,1819.7296065460375
FDY26,OUT049,3474.1540734792547
FDW04,OUT017,2237.905786552812
FDK52,OUT017,3696.470295842738
FDN60,OUT049,2591.6836107688177
FDM09,OUT019,841.4347622293867
FDP46,OUT049,1536.7650350270985
FDB50,OUT019,-646.5660155263784
NCQ29,OUT049,4145.573185053756
FDP16,OUT027,5330.288875485657
FDX33,OUT018,2321.178498421946
FDP07,OUT010,1144.294777564227
FDN22,OUT046,4004.9829486053104
FDF39,OUT049,4282.416783384573
FDS21,OUT017,1151.3318272324736
NCM42,OUT013,1733.685591231757
FDK50,OUT019,728.3140159351816
DRF13,OUT027,3791.0670317645686
FDH35,OUT018,2339.8889395152396
FDP60,OUT018,1360.6941959602616
DRJ49,OUT027,3541.889896374481
NCT42,OUT019,451.22361125096984
FDE38,OUT049,2766.284061976376
FDI04,OUT049,3279.672401141321
NCH54,OUT045,2409.0279869474152
FDT56,OUT049,1096.403694401031
DRD15,OUT018,3375.161281826517
FDV58,OUT013,3096.6719165533946
FDP21,OUT049,3110.155450464281
FDH05,OUT013,3744.041849795122
FDR10,OUT027,4032.6434164610055
NCP06,OUT045,2290.6810873788086
FDF33,OUT049,1827.7909963228726
DRK37,OUT013,3011.9937275822886
DRH49,OUT045,1296.9784441431138
FDT58,OUT013,2687.283801267521
FDD41,OUT018,1443.7512764936023
FDP40,OUT018,1543.4407143328697
FDM51,OUT027,3145.470827154017
FDO45,OUT010,-464.72471383398374
FDW33,OUT010,-216.07027823017074
FDY24,OUT045,862.179517030723
FDB10,OUT010,1849.1172662618683
FDM40,OUT035,2391.720907284653
NCI06,OUT017,2944.1767308710223
FDW12,OUT019,447.195186312019
FDX48,OUT027,3959.4289409496505
NCW05,OUT027,3126.0019466489994
FDX27,OUT017,1678.2120871604589
DRM37,OUT045,3050.986715782768
FDA38,OUT045,3750.149516928747
FDR36,OUT046,707.0274102021828
FDZ45,OUT046,3150.850499650113
FDG05,OUT017,2676.7546152126342
FDK28,OUT013,4108.747456299871
FDV47,OUT045,1332.2439551878565
FDN21,OUT045,2490.21925776221
FDP20,OUT027,3495.5876020496557
FDI35,OUT045,2826.450973167027
DRY23,OUT013,774.0675920911549
FDA56,OUT017,2081.2307041607
FDB09,OUT013,2000.2871774121804
NCO26,OUT027,3300.703709283417
FDQ49,OUT018,2265.121527869085
FDI52,OUT027,3407.624113607726
FDZ44,OUT027,3335.6435607017406
FDZ09,OUT018,2328.216997005962
FDY03,OUT049,1948.642193803094
NCG42,OUT017,2166.2178086455806
DRI13,OUT027,4897.539741558596
FDQ32,OUT013,2086.527600219947
FDW16,OUT035,1658.525608583378
FDU27,OUT046,813.566005213112
FDR28,OUT010,729.0844915689487
FDQ49,OUT010,655.7221257981861
FDS37,OUT046,1870.1069093231504
FDW26,OUT018,3237.07655963127
FDX12,OUT018,3599.8893641935833
NCP06,OUT013,2409.6981921528345
FDW45,OUT010,409.59774645326127
NCN30,OUT049,1607.3781868972728
FDN24,OUT049,968.45286793571
NCL41,OUT027,1993.3059035524348
FDR02,OUT019,-129.31183414716565
FDD09,OUT010,984.3613144093483
FDS33,OUT010,-515.1965093781325
FDU22,OUT045,1849.7704708404701
FDI53,OUT013,2647.6519832463873
DRH01,OUT049,2863.927440852739
FDX32,OUT013,2351.9100540954646
NCP30,OUT018,383.0874398760684
FDB60,OUT045,3039.645100353396
FDB14,OUT049,1648.291761720185
NCP02,OUT035,1075.1051293047126
FDJ10,OUT017,2365.040056777466
FDG34,OUT046,1828.5879604587622
NCB18,OUT017,1499.0682194947537
FDM16,OUT049,1362.193050785232
FDW25,OUT018,1093.9306041727866
FDB35,OUT010,-405.7573571190094
DRN11,OUT013,2281.1586574173266
FDF41,OUT019,1985.9642892260913
FDH16,OUT045,1362.3950243693102
NCQ50,OUT018,3081.0804042903974
DRH23,OUT018,630.2630283528983
DRJ37,OUT013,2439.0603343192383
DRJ24,OUT027,4349.450747340721
FDY16,OUT035,3107.311932741397
FDQ27,OUT045,1677.4215150029863
FDZ33,OUT045,2297.3296641200295
FDF29,OUT045,2082.712541684234
FDA08,OUT049,2744.273022089643
FDG31,OUT046,1081.1323822187364
FDE34,OUT019,963.9793273464416
NCR30,OUT027,2627.121032060244
FDV33,OUT035,4271.252334244853
DRZ24,OUT018,1637.1778501008268
NCL54,OUT035,2898.094345393171
FDR12,OUT049,2888.1021479170045
NCC54,OUT046,3780.0520165324697
DRN59,OUT013,791.4707749772144
FDX50,OUT019,-136.92315402218173
FDV31,OUT027,4281.158868012269
NCA29,OUT027,4177.186197441956
FDW60,OUT049,2962.039141271313
FDX08,OUT017,3002.78043902054
DRD49,OUT013,3730.3763438064825
FDD33,OUT046,3662.7158089378145
FDW35,OUT013,755.3095857414257
FDJ36,OUT017,1787.5261079876964
FDV51,OUT035,2796.5203155325685
FDW36,OUT046,1713.4181699386068
FDH35,OUT046,2636.59641330319
NCS30,OUT027,3517.018351990257
FDN49,OUT017,782.0208003141322
FDL08,OUT018,3626.564370510218
FDI09,OUT013,3865.43550563051
FDP19,OUT018,1787.4913975952406
FDU21,OUT010,-1316.2431465822606
NCP41,OUT045,1641.4409326621887
FDY10,OUT013,1842.0650947256731
FDP12,OUT018,394.8703863131092
NCN26,OUT049,1957.953344439526
FDK44,OUT013,2795.8762770468393
FDC28,OUT049,1870.6085371951394
FDJ41,OUT027,5607.169658285231
NCT29,OUT035,2092.9486340372036
NCH42,OUT019,1685.9208881317809
FDU60,OUT018,2430.5972138833476
FDS02,OUT045,3033.727809031461
FDC51,OUT046,2032.5515796659133
FDU03,OUT013,2971.850969710386
FDX39,OUT045,3327.2218083418857
NCY05,OUT010,-1315.0747189689155
NCL06,OUT027,5521.043354416625
FDD32,OUT035,1497.4172346059127
NCN41,OUT045,1868.4437267207295
NCX53,OUT049,2347.138993551796
FDU57,OUT019,512.953629641606
FDQ23,OUT046,1682.6454654778245
FDQ52,OUT045,3850.382318826889
FDC14,OUT045,661.4048125485714
FDY09,OUT035,2962.492245941175
FDQ28,OUT045,2466.7530628877566
FDV25,OUT046,3506.3949389050845
FDJ07,OUT035,2027.6605447399893
DRB25,OUT049,1782.280187337107
FDK52,OUT019,1676.4507006822714
FDY52,OUT027,2511.519665619681
FDB28,OUT046,3127.134919667992
FDT36,OUT035,768.2437113610671
FDV25,OUT017,3626.7144987160536
NCN07,OUT027,3510.443891047407
FDC57,OUT017,3206.109221589557
FDQ03,OUT018,3510.936164492518
FDU23,OUT017,2777.1463384533563
NCX41,OUT035,3498.320665654785
NCD06,OUT035,890.224523837773
FDW08,OUT045,1645.6272298762465
NCU29,OUT017,2392.1631223935356
NCE06,OUT013,2552.190768780978
FDV52,OUT010,-1.1212975578832811
FDB02,OUT017,2961.784662646157
NCR18,OUT045,642.5840652741773
FDK16,OUT049,1616.9898506939091
NCQ29,OUT010,2125.474530540621
FDZ01,OUT019,-178.16194762349596
FDW27,OUT035,2672.3733161831474
FDD17,OUT018,3489.748524079098
FDW39,OUT013,2909.519170882508
DRH59,OUT045,1110.5652117644354
FDS52,OUT013,1677.8569318550346
FDU40,OUT027,4546.719806127526
NCF54,OUT013,2759.8483998741617
FDH46,OUT045,1633.9410275116834
NCP14,OUT049,1727.102335614014
FDH50,OUT049,3065.0505260714917
DRF15,OUT010,527.6366229401325
FDV27,OUT027,2907.4618867464906
NCJ06,OUT049,1998.294076096055
FDN02,OUT018,2974.279350676942
FDQ51,OUT049,939.9406546791834
FDQ07,OUT017,3660.3605105462048
FDS45,OUT049,1834.5474335685917
NCJ06,OUT045,1847.8236825234837
FDD36,OUT035,2033.836765087416
FDY25,OUT045,2851.8999036699843
FDU52,OUT046,2474.049116497051
DRK47,OUT017,3674.823981029682
NCL30,OUT017,2138.176018519155
FDN22,OUT035,4160.263985481263
NCF30,OUT027,3424.336094029546
