Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRK39,OUT045,1285.9726813735933
DRI39,OUT049,1099.9780065826926
FDV04,OUT017,2624.8631109665657
NCN14,OUT035,2975.4833906593067
FDH08,OUT013,3643.5167154159753
FDS20,OUT046,2869.665523148344
FDV40,OUT049,1379.9784542136151
FDZ48,OUT010,-86.89226142343978
FDS24,OUT027,2932.0148532120584
FDK44,OUT049,2828.4979432217165
FDS48,OUT045,2339.162803170231
FDK26,OUT010,1102.7134493698895
FDD23,OUT045,2937.0715590527197
NCH54,OUT017,2634.218337339124
NCP14,OUT010,-188.76888283441224
FDM60,OUT010,-1102.8992058263436
FDV24,OUT017,2476.404942163207
FDH08,OUT018,3307.1939714733776
FDS12,OUT027,3456.900864195075
FDR39,OUT027,4257.419862283465
FDP12,OUT027,2172.11169284185
DRF60,OUT027,5054.840035189801
FDC09,OUT035,1883.508662707904
FDF50,OUT018,2792.6310969882393
FDG28,OUT035,3949.8115523137803
NCE19,OUT017,1057.1553589040075
NCM53,OUT010,-135.38119785417882
NCN18,OUT049,1869.1723657928883
FDF32,OUT035,3238.1001142024816
FDF11,OUT013,3794.3675501120706
DRI59,OUT049,3568.414316636818
NCG54,OUT035,2780.9423983464094
FDM44,OUT046,1678.2034344736808
FDT57,OUT018,3413.2142606190378
FDV24,OUT046,2369.635711729047
FDI50,OUT019,1710.7204506835274
FDS09,OUT035,1104.3527497603104
NCC31,OUT027,3861.4868349885746
FDQ07,OUT019,1570.3560600779097
FDC22,OUT017,3127.281606461259
FDZ56,OUT046,2686.51349778212
FDZ40,OUT019,-886.7626110244153
FDS46,OUT027,3392.0789039432
DRD24,OUT045,2178.0225931934383
FDV45,OUT017,3076.1107171873223
FDL26,OUT045,2402.3300001392595
FDA56,OUT018,1738.9110946749893
FDN27,OUT046,1901.2545117692048
FDM20,OUT049,3893.6092714590463
FDO16,OUT017,1507.2173898711967
FDL03,OUT035,3249.545728230856
FDE58,OUT046,1865.6219302935847
FDI02,OUT027,3275.7956275253146
NCC55,OUT019,-1192.3770005445692
FDR03,OUT018,2987.901152054704
FDB14,OUT017,1662.1679460339797
FDR45,OUT013,3772.5792602048527
NCN07,OUT017,2178.64376018283
FDM51,OUT019,-145.53768410605545
FDT52,OUT027,5264.676501721284
FDL26,OUT046,2437.143782847011
NCZ42,OUT046,3677.86896703617
DRI47,OUT019,456.8521841976939
FDW40,OUT013,2322.447274960206
FDN34,OUT046,2710.5360779484186
FDS01,OUT035,2961.64901331318
NCG55,OUT045,1786.9058715791355
FDC11,OUT035,1578.889640068445
FDX35,OUT018,3287.5528220412066
NCB06,OUT046,2504.7436220358873
FDR09,OUT019,2147.006876225219
FDC53,OUT017,1723.1701314393
FDY45,OUT013,3990.4304464530264
FDA22,OUT010,754.86532107737
FDE02,OUT035,1702.4437496190933
FDW21,OUT045,1637.825447451059
FDV34,OUT046,1307.501679539691
FDS59,OUT049,1937.4107538080557
NCW17,OUT017,2147.7122949500326
NCK54,OUT046,1804.4971605622102
FDG17,OUT019,1966.89554712567
FDG35,OUT017,2883.7181900134233
FDD08,OUT010,-1134.5765725347408
NCO07,OUT017,3381.1193548026704
FDJ10,OUT010,409.07438167931764
FDW36,OUT017,1811.79120107832
FDW21,OUT010,-104.46172867600899
FDY19,OUT017,2023.8981623947707
DRE03,OUT013,889.3223243086387
NCC55,OUT049,786.1303113732858
FDH52,OUT010,-728.1369806091939
FDO09,OUT017,4203.267619634895
FDU43,OUT045,3686.9487312052206
FDX09,OUT010,883.5188100450073
FDH40,OUT019,-431.88709691309907
FDW58,OUT017,1823.7420261733264
FDC47,OUT017,3624.105850522046
NCR41,OUT035,1674.349254053235
DRG49,OUT035,3913.4476038662797
FDC52,OUT027,3894.603804957206
FDY13,OUT046,1276.96891887028
FDY35,OUT013,915.8285060569289
FDI35,OUT017,2960.63683492597
NCU18,OUT049,2342.6309631222507
FDY33,OUT018,2273.2012978670004
FDC15,OUT027,3895.31238989349
FDU01,OUT049,3082.509728156459
NCU42,OUT046,2650.1568886481623
NCV29,OUT018,2512.7320213118333
NCY30,OUT017,2959.982470997532
FDQ46,OUT049,1913.0945804426635
FDG58,OUT027,3895.060673733048
FDK33,OUT017,3446.5487531721224
NCD07,OUT045,1756.6520651494636
NCX29,OUT027,3699.261649927388
NCT42,OUT013,2382.283708216127
DRN59,OUT035,948.0167681826255
FDI44,OUT035,1465.350143390515
FDA45,OUT049,2867.566369360888
FDP31,OUT045,1088.4448376179607
FDY01,OUT046,1874.2015536922418
FDT09,OUT018,1921.9124976175208
DRH03,OUT027,2974.0502070128005
FDA36,OUT018,2682.4973303911743
NCF31,OUT017,2514.3089967550286
FDG14,OUT049,2548.190458518064
FDG28,OUT027,5255.859874286136
FDU14,OUT049,3974.302850045397
FDY47,OUT019,277.64106967369287
FDI56,OUT049,1604.5953567263798
DRD01,OUT013,1058.2901272256604
FDM22,OUT046,1015.6800257938485
FDH33,OUT013,806.1190529789483
DRZ24,OUT013,1906.8063733416107
NCQ38,OUT046,1707.0368517346744
FDO16,OUT027,2848.951686969096
FDU07,OUT027,3804.0672245512205
NCB07,OUT013,3053.2156327513007
FDU48,OUT045,2070.677503858484
NCM43,OUT045,2539.136910731931
FDR31,OUT010,477.44426877699584
DRK49,OUT018,485.86409650238966
NCI30,OUT010,1891.2851961255467
DRD60,OUT017,2935.4735144551096
NCG19,OUT046,3591.5948980923995
FDH12,OUT035,1864.0621203508315
FDM32,OUT035,1664.4357517254261
FDM27,OUT035,2628.2187787986013
NCU53,OUT027,4016.9563628576116
NCQ18,OUT046,1583.4188645225065
FDS10,OUT013,2857.0583962721116
FDB33,OUT027,3943.712059634531
FDI12,OUT013,1500.6283829248778
NCW42,OUT013,3454.6539365411886
NCC06,OUT018,1793.7615499003134
FDW02,OUT017,2170.502748485484
NCD43,OUT017,1793.7506507598987
FDM57,OUT018,1168.9960201417907
FDA58,OUT017,3746.909297591484
FDK56,OUT046,2868.859468407234
FDP52,OUT045,3566.361191491098
FDW20,OUT018,1741.1552858084324
FDS52,OUT049,1776.749254125511
NCT29,OUT018,1649.0057833972262
NCL54,OUT013,2751.190786537149
FDC05,OUT045,3073.9849426773417
FDF34,OUT035,3278.4095301596935
FDP03,OUT027,3472.943069169908
FDD32,OUT010,-434.450576839974
FDZ10,OUT045,1993.9399995433128
FDZ40,OUT035,1122.3963525441532
FDD51,OUT018,516.6908408515708
NCY30,OUT019,946.5225128342396
FDP58,OUT017,3467.8473464158465
FDV49,OUT017,4193.470258837233
FDY24,OUT019,-941.37294887488
NCO55,OUT017,1823.9188677395116
FDR13,OUT017,2050.3628466866144
FDS51,OUT017,1189.7139975779808
FDP26,OUT045,1615.8048418602502
NCB54,OUT027,3480.877273452861
FDF32,OUT017,3166.545879539177
FDN31,OUT018,2700.7869137715848
DRM48,OUT017,765.5148622375218
FDN20,OUT049,2775.5039837737636
DRL01,OUT046,3623.244746982692
FDV56,OUT049,1913.0969256332842
DRH13,OUT027,3174.456517837275
FDA03,OUT017,2462.1273793855794
FDF47,OUT027,4894.181646105178
FDX32,OUT046,2355.1917781837574
FDX57,OUT049,1735.6968900637282
NCA30,OUT045,2873.1188278889917
FDO49,OUT013,974.9194416484172
FDL04,OUT019,-167.8003631315931
DRM48,OUT035,825.1720133677004
FDR16,OUT013,3368.339571015937
NCC19,OUT018,2710.495468886505
NCE42,OUT045,3570.9096482473733
FDY24,OUT017,1090.876839920944
FDH19,OUT049,2878.5713045227562
FDJ46,OUT013,2759.4005106592576
FDN45,OUT010,1587.324228040087
FDY08,OUT035,2398.772205265709
FDZ37,OUT035,1626.755755063698
NCT30,OUT045,777.8860070461752
DRY23,OUT018,526.923678563101
NCZ30,OUT018,1682.2336779154032
FDC44,OUT018,1542.390152175085
FDB45,OUT035,1873.2528661931492
FDY04,OUT013,2669.5588390578982
FDM27,OUT046,2525.9203542419827
FDZ43,OUT017,3877.353616943533
FDT39,OUT019,601.4654602955203
NCC06,OUT019,170.0645591045636
FDL15,OUT027,3876.916642173248
FDL57,OUT017,4122.935497378636
FDU08,OUT046,1628.3466397487944
FDK40,OUT017,4159.584103077232
FDQ12,OUT010,1698.3633906983594
FDS48,OUT017,2506.187662512424
FDP09,OUT045,3260.859024041073
FDW21,OUT049,1775.060510462683
FDY25,OUT035,2982.066847586627
DRE13,OUT017,1524.2590931005868
FDV43,OUT019,-1076.4292785361295
FDD22,OUT045,1750.7464849776086
FDM46,OUT019,-369.85680089489017
NCO30,OUT010,1013.527982640536
FDM25,OUT046,2774.996246729471
NCN41,OUT049,2068.819982518597
FDU24,OUT045,1486.8750615272195
FDZ50,OUT046,2918.300990287892
FDP45,OUT013,3979.40426545312
NCM54,OUT045,1947.0108556224397
FDW10,OUT019,870.9125108073162
FDP20,OUT017,2162.7228269136353
FDK32,OUT046,2436.608621104289
FDN52,OUT049,1590.4450480915189
FDM58,OUT045,1787.2652020902688
FDZ46,OUT027,3225.5713282307606
NCA18,OUT018,1609.5973540141665
FDD35,OUT046,1959.5496418915554
NCK31,OUT035,1027.98559648739
FDI40,OUT027,3105.6181174778967
FDT50,OUT019,-242.28712763251707
NCT06,OUT046,2573.1894956880024
FDT31,OUT035,3112.5250759868622
FDT45,OUT049,1049.2944197956786
FDT13,OUT045,2881.6575647022582
FDO50,OUT045,1430.1268058976082
NCU18,OUT010,353.25052309004184
NCR54,OUT049,3114.9633747009043
NCO18,OUT018,2528.524666503957
FDU09,OUT045,979.3510785136885
FDT13,OUT018,2683.869470102691
FDE09,OUT046,1833.3059261031508
NCK53,OUT019,-228.1924322797165
FDG45,OUT049,3413.4409530684493
DRH15,OUT035,931.4975713600526
FDO21,OUT019,1680.8301184576671
FDD14,OUT027,4297.979926227338
FDC09,OUT046,1736.2367166925628
FDH45,OUT027,2263.6803143405787
FDV32,OUT046,1119.3853350415468
FDG12,OUT035,2099.1132272101145
FDS32,OUT013,2328.784767887076
NCL55,OUT018,3573.0509968817355
DRE01,OUT035,3864.2169874837145
DRE15,OUT049,1387.3871486913936
NCL42,OUT045,3736.224320534575
FDP31,OUT013,1161.9884008858942
FDN33,OUT018,1304.901831846059
FDZ59,OUT046,2637.5832059627073
FDE45,OUT010,931.717044261512
FDJ07,OUT013,1961.6670586195585
FDQ45,OUT018,2670.282769785312
FDM33,OUT027,4824.039690171043
FDO15,OUT010,-519.8793843700569
FDM46,OUT013,1552.2680968235727
FDR03,OUT045,3190.1469128328367
FDY49,OUT018,2422.8546695172167
FDQ60,OUT045,1893.1457125231032
FDW10,OUT049,2873.029496728041
FDO51,OUT049,966.9287911132564
FDJ40,OUT018,1551.9973485984337
FDS20,OUT018,2597.080712696284
FDU45,OUT013,1923.327177921351
FDV02,OUT035,2814.697887045014
FDN09,OUT046,3749.953720491575
NCM55,OUT027,4327.740943355288
FDN23,OUT018,2074.7410184810733
FDY31,OUT010,450.20851010455567
FDW03,OUT010,-72.42038015894059
FDD14,OUT046,2856.446521849187
FDV23,OUT017,2110.067474773323
DRI03,OUT045,2682.7673466244783
FDN13,OUT035,1758.8482051068327
FDF45,OUT027,2527.5204648477256
FDU46,OUT035,1659.902434696213
FDB57,OUT049,3617.767588473223
FDV12,OUT049,1780.8452666320327
FDQ58,OUT013,2424.8736722459867
NCA18,OUT017,1958.0200842507115
FDH52,OUT049,1217.0359060082649
FDM24,OUT018,2151.7123178472752
NCP43,OUT027,4256.692458316629
NCO18,OUT019,906.7840279517674
FDM32,OUT017,1615.1951628050065
NCL07,OUT017,801.8355201841127
FDK03,OUT013,3992.601404867823
FDP59,OUT017,1831.4802249927113
FDQ24,OUT049,3974.6046895291024
FDQ16,OUT018,1532.9992584428555
FDU44,OUT013,2626.3319340125645
FDH28,OUT010,-1126.9730431551789
FDV28,OUT019,-1200.6081058872198
FDM22,OUT045,947.9048317784266
FDR56,OUT046,3097.6420990126894
FDV39,OUT049,3183.5460407535534
FDU37,OUT019,-506.25545936869196
FDQ11,OUT010,2181.318352340779
FDX02,OUT045,3412.86242134427
NCS42,OUT018,1242.9976161790148
FDY57,OUT027,3014.870063125646
FDB21,OUT049,3819.707638948526
FDE28,OUT017,3682.5667883767796
FDQ55,OUT017,1994.7399937775824
FDA48,OUT049,3546.5897334169154
FDZ19,OUT045,2679.1758959254676
NCC43,OUT045,3797.533790777962
NCV18,OUT046,1335.3616333727455
NCA42,OUT018,2216.540000792898
FDY45,OUT046,3949.4901743402093
NCC30,OUT045,2735.645586799643
FDM57,OUT013,1506.8977422823798
FDL09,OUT010,774.8499612435253
FDB09,OUT027,3448.755511346433
FDT44,OUT035,2054.2912025825217
NCT06,OUT027,3995.36125205819
FDX26,OUT049,2976.6025205813735
FDK32,OUT013,2507.853207231588
DRA12,OUT046,2240.5557340082605
FDO46,OUT010,1114.508602715056
FDE52,OUT013,1519.1171949899217
NCH42,OUT045,3497.0430517374716
FDV08,OUT035,911.3748663967781
FDB47,OUT018,3019.274040978585
FDC28,OUT010,-107.05902359028005
FDD22,OUT046,1837.3886828013349
FDS07,OUT027,3271.514234294662
DRI13,OUT045,3300.9525921478003
FDG32,OUT018,3175.4312664499944
FDU14,OUT017,3974.3573738138257
FDD28,OUT019,-863.5343473333983
NCP41,OUT017,1880.075809410445
FDS08,OUT049,2867.4808204782844
FDX47,OUT045,2491.096193652867
FDC53,OUT019,-183.08310710176585
FDQ19,OUT035,3925.869967129034
FDL14,OUT045,2453.041745372468
FDM33,OUT019,1545.5297519855553
FDA51,OUT045,1789.4543607980427
FDZ27,OUT018,617.8500868763116
FDT04,OUT046,745.1133388159901
DRC13,OUT049,2123.6492412256875
FDR16,OUT027,4791.908717572184
FDQ03,OUT027,5116.80455519546
FDE38,OUT035,2799.8801845587377
DRH23,OUT027,2382.2669890797856
FDT11,OUT019,1140.327221800771
FDD09,OUT035,2973.961183574229
FDR40,OUT045,1369.1912077659683
FDX07,OUT017,3008.1367991184807
FDR07,OUT035,1749.1510317052616
FDA51,OUT017,1966.6123766137193
FDT59,OUT019,1724.4349580823628
FDF20,OUT017,3170.5039650290346
FDR13,OUT045,1861.184430035211
FDY26,OUT049,3434.0255707516158
FDW04,OUT017,2214.59964717494
FDK52,OUT017,3614.203818530473
FDN60,OUT049,2589.7378894578965
FDM09,OUT019,864.2300017043134
FDP46,OUT049,1549.0845611612824
FDB50,OUT019,-573.1607888004156
NCQ29,OUT049,4059.9903549694786
FDP16,OUT027,5234.0281635195
FDX33,OUT018,2308.218574259348
FDP07,OUT010,1234.3032445054018
FDN22,OUT046,3885.8312434093555
FDF39,OUT049,4192.606425094747
FDS21,OUT017,1225.8229377337707
NCM42,OUT013,1771.3912354418521
FDK50,OUT019,718.2668158042646
DRF13,OUT027,3745.24476661463
FDH35,OUT018,2322.921434430207
FDP60,OUT018,1344.2432133873003
DRJ49,OUT027,3490.5195994250907
NCT42,OUT019,481.8276567324434
FDE38,OUT049,2758.0228647791732
FDI04,OUT049,3254.516982779425
NCH54,OUT045,2418.4230303352306
FDT56,OUT049,1174.1207439467169
DRD15,OUT018,3325.424200341124
FDV58,OUT013,3056.014167390726
FDP21,OUT049,3095.2777342628365
FDH05,OUT013,3685.592009742609
FDR10,OUT027,4000.421786931597
NCP06,OUT045,2297.753050307424
FDF33,OUT049,1848.1286810770184
DRK37,OUT013,2970.4808309154423
DRH49,OUT045,1335.8893244760393
FDT58,OUT013,2678.2489857618507
FDD41,OUT018,1474.5376143259073
FDP40,OUT018,1584.457179593595
FDM51,OUT027,3140.760452566664
FDO45,OUT010,-383.52002739632957
FDW33,OUT010,-154.28692155938455
FDY24,OUT045,924.1579232930414
FDB10,OUT010,1784.7055183664381
FDM40,OUT035,2373.1445972061974
NCI06,OUT017,2926.585851253407
FDW12,OUT019,470.4216477740491
FDX48,OUT027,3939.036479682033
NCW05,OUT027,3127.617466533122
FDX27,OUT017,1696.2833136456215
DRM37,OUT045,3007.075447144701
FDA38,OUT045,3697.208807405392
FDR36,OUT046,779.8595724241325
FDZ45,OUT046,3104.1287347296216
FDG05,OUT017,2630.6187178057626
FDK28,OUT013,4032.1392626760176
FDV47,OUT045,1370.8882643963814
FDN21,OUT045,2472.4399256936817
FDP20,OUT027,3476.469291365367
FDI35,OUT045,2798.1659975007487
DRY23,OUT013,850.0606313851746
FDA56,OUT017,2100.682555182295
FDB09,OUT013,2037.1439408277806
NCO26,OUT027,3296.7394616762012
FDQ49,OUT018,2266.79945601371
FDI52,OUT027,3389.2688307596463
FDZ44,OUT027,3343.094083946912
FDZ09,OUT018,2326.23172343544
FDY03,OUT049,1987.748895858495
NCG42,OUT017,2161.386394321771
DRI13,OUT027,4803.774718889858
FDQ32,OUT013,2111.8934924948953
FDW16,OUT035,1709.664086718612
FDU27,OUT046,862.5169781751486
FDR28,OUT010,754.0430750229248
FDQ49,OUT010,675.8180454778953
FDS37,OUT046,1890.9385509839594
FDW26,OUT018,3200.622803859784
FDX12,OUT018,3504.0454085194365
NCP06,OUT013,2415.6120286331275
FDW45,OUT010,447.8363930799344
NCN30,OUT049,1654.0620828130036
FDN24,OUT049,1043.5134498189257
NCL41,OUT027,2055.9174742583045
FDR02,OUT019,-54.09338477056383
FDD09,OUT010,967.8574317145167
FDS33,OUT010,-346.7645558031351
FDU22,OUT045,1860.855043492263
FDI53,OUT013,2622.464713721363
DRH01,OUT049,2840.7666802083454
FDX32,OUT013,2344.9966058776517
NCP30,OUT018,465.93694947513484
FDB60,OUT045,3021.0965484658045
FDB14,OUT049,1675.5162447074804
NCP02,OUT035,1149.7455628314428
FDJ10,OUT017,2373.4569262893037
FDG34,OUT046,1841.6375165600625
NCB18,OUT017,1552.1957515816794
FDM16,OUT049,1411.3794007797671
FDW25,OUT018,1154.0688502612816
FDB35,OUT010,-315.4896270600538
DRN11,OUT013,2267.9330051297625
FDF41,OUT019,1947.9874302475923
FDH16,OUT045,1414.6172390842812
NCQ50,OUT018,3011.158455072757
DRH23,OUT018,693.1737780348158
DRJ37,OUT013,2424.412209642027
DRJ24,OUT027,4296.009560386767
FDY16,OUT035,3040.5990455224164
FDQ27,OUT045,1700.2497105442083
FDZ33,OUT045,2286.2898077240657
FDF29,OUT045,2103.8001747516537
FDA08,OUT049,2721.8133161172823
FDG31,OUT046,1128.8016682174027
FDE34,OUT019,1066.178216424093
NCR30,OUT027,2652.620516733482
FDV33,OUT035,4177.02995620087
DRZ24,OUT018,1650.8781180138917
NCL54,OUT035,2810.9084952995117
FDR12,OUT049,2884.0703004971742
NCC54,OUT046,3712.6239174467723
DRN59,OUT013,856.5306678035023
FDX50,OUT019,-66.2874587559071
FDV31,OUT027,4213.840782339436
NCA29,OUT027,4129.577040338583
FDW60,OUT049,2934.901547417036
FDX08,OUT017,2986.151844655998
DRD49,OUT013,3647.374343869551
FDD33,OUT046,3555.0671501115985
FDW35,OUT013,844.8717689614401
FDJ36,OUT017,1815.9681130044432
FDV51,OUT035,2783.376980343839
FDW36,OUT046,1741.8530530039163
FDH35,OUT046,2602.9311278690275
NCS30,OUT027,3484.633003250342
FDN49,OUT017,859.3003793390037
FDL08,OUT018,3530.8929007833335
FDI09,OUT013,3765.9841628140707
FDP19,OUT018,1768.5480967437907
FDU21,OUT010,-1183.3534365909281
NCP41,OUT045,1689.4040913301537
FDY10,OUT013,1877.8005249683342
FDP12,OUT018,478.84897447268577
NCN26,OUT049,1948.357546948582
FDK44,OUT013,2764.7716776807238
FDC28,OUT049,1868.4987103530796
FDJ41,OUT027,5506.050096036327
NCT29,OUT035,2111.792935596399
NCH42,OUT019,1669.1867966175573
FDU60,OUT018,2410.6135818300877
FDS02,OUT045,2964.84005835556
FDC51,OUT046,2031.532725750818
FDU03,OUT013,2933.980943942195
FDX39,OUT045,3286.6188843975065
NCY05,OUT010,-1195.9289058120812
NCL06,OUT027,5411.168849586522
FDD32,OUT035,1536.4190736003238
NCN41,OUT045,1903.4514812666098
NCX53,OUT049,2341.7208140188777
FDU57,OUT019,550.9262798622577
FDQ23,OUT046,1713.9832958596724
FDQ52,OUT045,3779.61611471161
FDC14,OUT045,744.9841200615276
FDY09,OUT035,2937.1009963597953
FDQ28,OUT045,2462.2785524777637
FDV25,OUT046,3431.9737349310526
FDJ07,OUT035,2034.74129849669
DRB25,OUT049,1819.8641992989767
FDK52,OUT019,1607.8088129441212
FDY52,OUT027,2530.9618499958488
FDB28,OUT046,3083.8389355652853
FDT36,OUT035,812.7085649432745
FDV25,OUT017,3553.7106319534228
NCN07,OUT027,3508.535365632506
FDC57,OUT017,3179.7688836246152
FDQ03,OUT018,3433.7820224867087
FDU23,OUT017,2745.5930535227853
NCX41,OUT035,3435.254853927271
NCD06,OUT035,963.6773106188681
FDW08,OUT045,1645.114230459324
NCU29,OUT017,2402.0847538806597
NCE06,OUT013,2555.530508592238
FDV52,OUT010,42.80905039322556
FDB02,OUT017,2927.906557747107
NCR18,OUT045,718.6040403882164
FDK16,OUT049,1648.3596959752847
NCQ29,OUT010,2064.3033912363962
FDZ01,OUT019,-95.49243015079497
FDW27,OUT035,2643.076828553688
FDD17,OUT018,3430.4553329879486
FDW39,OUT013,2836.613192324183
DRH59,OUT045,1149.4180822161832
FDS52,OUT013,1730.6869540480982
FDU40,OUT027,4497.14230689174
NCF54,OUT013,2756.8648695112515
FDH46,OUT045,1674.636005582961
NCP14,OUT049,1761.9097256465277
FDH50,OUT049,3026.8377259587264
DRF15,OUT010,544.9587757178244
FDV27,OUT027,2940.7682905776683
NCJ06,OUT049,2034.2001682741038
FDN02,OUT018,2942.875405644472
FDQ51,OUT049,983.5764502325419
FDQ07,OUT017,3602.2252116570494
FDS45,OUT049,1880.6478637573016
NCJ06,OUT045,1885.124090993074
FDD36,OUT035,2057.764724229508
FDY25,OUT045,2799.9806429989385
FDU52,OUT046,2448.9267790765803
DRK47,OUT017,3606.0765457987923
NCL30,OUT017,2140.174481180971
